Date,Open,High,Low,Close,Adj Close,Volume
2020-06-17,88.787498,88.849998,87.772499,87.897499,86.068138,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,86.102425,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,85.610374,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,87.850266,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,89.725426,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,88.141571,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,89.311707,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,86.567528,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,88.562637,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,89.301903,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,89.133003,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,89.133003,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,91.517326,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,91.233360,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,93.358192,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,93.759666,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,93.923683,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,93.490402,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,95.037514,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,95.691116,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,94.513641,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,94.322708,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,96.310455,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,94.981201,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,95.248024,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,90.912682,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,90.687469,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,92.836777,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,91.311707,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,93.061996,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,94.188072,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,104.048485,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,106.670258,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,107.382614,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,107.771843,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,111.531914,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,108.996155,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,110.580391,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,107.291756,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,110.857521,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,112.819420,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,112.718880,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,112.424591,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,113.361397,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,113.503639,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,116.022247,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,122.001152,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,123.460312,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,122.447464,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,124.112640,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,122.628952,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,122.430298,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,126.582199,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,131.624283,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,128.897232,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,118.577606,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,118.656097,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,110.671135,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,115.085426,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,111.328369,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,109.866760,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,113.162750,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,113.339325,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,109.994270,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,108.238373,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,104.805016,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,107.983330,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,109.680351,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,105.079697,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,106.158760,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,110.141441,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,112.770386,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,111.916931,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,113.604179,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,114.565536,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,110.867325,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,114.281044,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,111.004662,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,112.888092,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,112.780190,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,114.742104,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,122.030563,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,118.793427,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,118.881706,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,118.410858,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,116.753036,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,113.770943,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,115.271812,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,114.644005,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,113.545326,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,112.848854,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,112.858673,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,114.379143,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,109.081993,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,113.123520,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,106.786552,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,106.698265,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,108.336472,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,112.760574,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,116.762840,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,116.630196,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,114.301338,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,113.957405,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,117.416313,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,117.141190,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,117.190308,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,118.212265,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,117.318062,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,115.981636,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,116.581070,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,115.303619,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,111.874207,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,113.171288,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,114.016365,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,114.566643,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,116.983955,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,120.590256,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,120.944016,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,120.806442,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,120.128410,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,121.602386,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,122.221451,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,119.666565,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,121.101234,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,120.285629,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,119.666565,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,125.660713,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,125.591927,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,126.466492,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,124.461884,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,126.004631,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,129.591293,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,128.687256,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,129.679764,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,134.317825,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,132.529419,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,131.399399,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,130.387222,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,127.164162,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,128.736404,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,124.402931,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,128.647995,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,129.758362,105158200
2021-01-11,129.190002,130.169998,128.500000,128.979996,126.741623,100384500
2021-01-12,128.500000,129.690002,126.860001,128.800003,126.564758,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,128.618484,88636800
2021-01-14,130.800003,131.000000,128.759995,128.910004,126.672844,90221800
2021-01-15,128.779999,130.220001,127.000000,127.139999,124.933533,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,125.611572,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,129.738693,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,134.494720,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,136.656479,114459400
2021-01-25,143.070007,145.089996,136.539993,142.919998,140.439697,157611700
2021-01-26,143.600006,144.300003,141.369995,143.160004,140.675522,98390600
2021-01-27,143.429993,144.300003,140.410004,142.059998,139.594604,140843800
2021-01-28,139.520004,141.990005,136.699997,137.089996,134.710876,142621100
2021-01-29,135.830002,136.740005,130.210007,131.960007,129.669922,177523800
2021-02-01,133.750000,135.380005,130.929993,134.139999,131.812073,106239800
2021-02-02,135.729996,136.309998,134.610001,134.990005,132.647339,83305400
2021-02-03,135.759995,135.770004,133.610001,133.940002,131.615570,89880900
2021-02-04,136.300003,137.399994,134.589996,137.389999,135.005676,84183100
2021-02-05,137.350006,137.419998,135.860001,136.759995,134.587418,75693800
2021-02-08,136.029999,136.960007,134.919998,136.910004,134.735016,71297200
2021-02-09,136.619995,137.880005,135.850006,136.009995,133.849319,76774200
2021-02-10,136.479996,136.990005,134.399994,135.389999,133.239166,73046600
2021-02-11,135.899994,136.389999,133.770004,135.130005,132.983307,64280000
2021-02-12,134.350006,135.529999,133.690002,135.369995,133.219498,60145100
2021-02-16,135.490005,136.009995,132.789993,133.190002,131.074142,80576300
2021-02-17,131.250000,132.220001,129.470001,130.839996,128.761459,97918500
2021-02-18,129.199997,130.000000,127.410004,129.710007,127.649414,96856700
2021-02-19,130.240005,130.710007,128.800003,129.869995,127.806870,87668800
2021-02-22,128.009995,129.720001,125.599998,126.000000,123.998352,103916400
2021-02-23,123.760002,126.709999,118.389999,125.860001,123.860588,158273000
2021-02-24,124.940002,125.559998,122.230003,125.349998,123.358673,111039900
2021-02-25,124.680000,126.459999,120.540001,120.989998,119.067932,148199500
2021-02-26,122.589996,124.849998,121.199997,121.260002,119.333656,164560400
2021-03-01,123.750000,127.930000,122.790001,127.790001,125.759926,116307900
2021-03-02,128.410004,128.720001,125.010002,125.120003,123.132332,102260900
2021-03-03,124.809998,125.709999,121.839996,122.059998,120.120941,112966300
2021-03-04,121.750000,123.599998,118.620003,120.129997,118.221596,178155000
2021-03-05,120.980003,121.940002,117.570000,121.419998,119.491112,153766600
2021-03-08,120.930000,121.000000,116.209999,116.360001,114.511497,154376600
2021-03-09,119.029999,122.059998,118.790001,121.089996,119.166351,129525800
2021-03-10,121.690002,122.169998,119.449997,119.980003,118.073990,111943300
2021-03-11,122.540001,123.209999,121.260002,121.959999,120.022530,103026500
2021-03-12,120.400002,121.169998,119.160004,121.029999,119.107300,88105100
2021-03-15,121.410004,124.000000,120.419998,123.989998,122.020264,92403800
2021-03-16,125.699997,127.220001,124.720001,125.570000,123.575172,115227900
2021-03-17,124.050003,125.860001,122.339996,124.760002,122.778046,111932600
2021-03-18,122.879997,123.180000,120.320000,120.529999,118.615257,121229700
2021-03-19,119.900002,121.430000,119.680000,119.989998,118.083817,185549500
2021-03-22,120.330002,123.870003,120.260002,123.389999,121.429825,111912300
2021-03-23,123.330002,124.239998,122.139999,122.540001,120.593323,95467100
2021-03-24,122.820000,122.900002,120.070000,120.089996,118.182243,88530500
2021-03-25,119.540001,121.660004,119.000000,120.589996,118.674286,98844700
2021-03-26,120.349998,121.480003,118.919998,121.209999,119.284462,94071200
2021-03-29,121.650002,122.580002,120.730003,121.389999,119.461594,80819200
2021-03-30,120.110001,120.400002,118.860001,119.900002,117.995255,85671900
2021-03-31,121.650002,123.519997,121.150002,122.150002,120.209518,118323800
2021-04-01,123.660004,124.180000,122.489998,123.000000,121.046021,75089100
2021-04-05,123.870003,126.160004,123.070000,125.900002,123.899948,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,124.205017,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,125.868179,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,128.289093,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,130.887131,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,129.155106,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,132.294418,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,129.932556,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,132.363342,89347100
